REFERENCE_COMPOUND_NAME,PUBCHEM_CID,CHEBI_ID,CHEBI_NAME,COMPOUND_ID,MolecularFormula,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,Fingerprint2D,inflammation,multiple_sclerosis,mental_health
DUKE:EVODOL,PCID:185481,CHEBI:NA,,PCID:185481,C26H28O9,CC1(C2=C(C(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)O)C,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C(=C6[C@@]37COC(=O)C[C@@H]7OC6(C)C)O)C,"InChI=1S/C26H28O9/c1-22(2)17-16(28)18(29)24(4)13(25(17)11-32-15(27)9-14(25)34-22)5-7-23(3)19(12-6-8-31-10-12)33-21(30)20-26(23,24)35-20/h6,8,10,13-14,19-20,28H,5,7,9,11H2,1-4H3/t13-,14-,19-,20+,23-,24-,25-,26+/m0/s1",SNGHLUWTFLYPMT-JPRNBFAHSA-N,"(1R,2R,7S,13R,14R,16S,19S,20S)-19-(furan-3-yl)-11-hydroxy-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docos-10-ene-5,12,17-trione",AAADceB4PAAAAAAAAAAAAAAAEgAAASJAAAA0SIEABIAAAEiRgAAAGgAACAAAD1SgmAIyDIAABkCIAqjSiAICCAAkIAAIiAFGCMgNJxYENQ6CWSCl4BEKKYPK7vzvgAAAAAAAAACAAAYAADAAAAAAAAAAAA==,True,True,True
DUKE:TOONACILIN,PCID:181814,CHEBI:9632,Toonacilin,PCID:181814,C31H38O9,CC(=O)OC1C(C(=C)C23C(O2)CC(C3(C1OC(=O)C)C)C4=COC=C4)C5(C=CC(=O)C(C5CC(=O)OC)(C)C)C,CC(=O)O[C@H]1[C@@H](C(=C)[C@]23[C@H](O2)C[C@H]([C@@]3([C@H]1OC(=O)C)C)C4=COC=C4)[C@]5(C=CC(=O)C([C@@H]5CC(=O)OC)(C)C)C,"InChI=1S/C31H38O9/c1-16-25(29(6)11-9-22(34)28(4,5)21(29)14-24(35)36-8)26(38-17(2)32)27(39-18(3)33)30(7)20(19-10-12-37-15-19)13-23-31(16,30)40-23/h9-12,15,20-21,23,25-27H,1,13-14H2,2-8H3/t20-,21-,23+,25+,26-,27-,29-,30+,31+/m0/s1",RRBQYKQIAKFGIS-AMVRVENBSA-N,"methyl 2-[(1R,2S)-2-[(1aR,3S,3aR,4R,5S,6R,7aS)-4,5-diacetyloxy-3-(furan-3-yl)-3a-methyl-7-methylidene-1a,2,3,4,5,6-hexahydroindeno[1,7a-b]oxiren-6-yl]-2,6,6-trimethyl-5-oxocyclohex-3-en-1-yl]acetate",AAADcfB4PAAAAAAAAAAAAAAAEgAAAaIAAAA0QIAAAAAAAGCRgAAAGgAAAAAAD1SgmAIyDIAABECIAqjSiAACCAAkIAAIiAEGCMgNJhIENQqCGSClwBEKKYPI7vzvgAAAAAAAAADCAAYQADCAAYAADAAAAA==,False,False,False
DUKE:CASCARILLADIENE,PCID:570507,CHEBI:NA,,PCID:570507,C15H24,CC1CC(C2=CC(=CCC12C)C)C(C)C,CC1CC(C2=CC(=CCC12C)C)C(C)C,"InChI=1S/C15H24/c1-10(2)13-9-12(4)15(5)7-6-11(3)8-14(13)15/h6,8,10,12-13H,7,9H2,1-5H3",IVBZYUKCNLJUDA-UHFFFAOYSA-N,"3,3a,6-trimethyl-1-propan-2-yl-1,2,3,4-tetrahydroindene",AAADceBwAAAAAAAAAAAAAAAAAAAAAYAAAAAgAAAAAAAAAEAAAAAAGAAAAAAADwCAAAACAAAAAACAAiBCAAAAAAAgAAAACAAAAAgIAAIAAQAAAAAAgAAIgAMAgMAPgAAAAAAAAAAAAAAAAAAAAQAACAAAAA==,False,False,False
DUKE:BORNEOL,PCID:64685,CHEBI:15394,(-)-borneol,PCID:64685,C10H18O,CC1(C2CCC1(C(C2)O)C)C,CC1(C2CCC1(C(C2)O)C)C,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",DTGKSKDOIYIVQL-UHFFFAOYSA-N,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",AAADceBwIAAAAAAAAAAAAAAAAAAAAYMAAAAwAAAAAAAAAAAAAAAAGgAACAAADxSggAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAIAAAAAQAAEAAAAAAGAwPAPgAAAAAAAAACAAAIAABAAAYAADAAAAA==,True,True,True
DUKE:CROTONOSIDE,PCID:65085,CHEBI:3927,Crotonoside,PCID:65085,C10H13N5O5,C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N,C1=NC2=C(NC(=O)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",MIKUYHXYGGJMLM-UUOKFMHZSA-N,"6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-2-one",AAADccBzuAAAAAAAAAAAAAAAAAAAASIAAAAgAAAAAAAAAEAAAAAAHgAQCAAACBzhgAYBAAPABgCoAAZhdACAAAEAAAABAAAIABCDUAIAiAAeQAAHAQCTAADwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:(-)-BETA-PHELLANDRENE,PCID:443161,CHEBI:48741,beta-phellandrene,PCID:443161,C10H16,CC(C)C1CCC(=C)C=C1,CC(C)[C@H]1CCC(=C)C=C1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8,10H,3,5,7H2,1-2H3/t10-/m1/s1",LFJQCDVYDGGFCH-SNVBAGLBSA-N,(6R)-3-methylidene-6-propan-2-ylcyclohexene,AAADceBwAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGAAAAAAADQCAAAACAAAAAACAAiBCAAAAAAAgAAAICAAAAAgIAAIAAQAAAAAAgAAIgAMAgEAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:DIISOPROPYL-TRISULFIDE,PCID:80046,CHEBI:NA,,PCID:80046,C6H14S3,CC(C)SSSC(C)C,CC(C)SSSC(C)C,"InChI=1S/C6H14S3/c1-5(2)7-9-8-6(3)4/h5-6H,1-4H3",WUZSBMCRYUJOEU-UHFFFAOYSA-N,2-(propan-2-yltrisulfanyl)propane,AAADccBgAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAQAAAAACACEQACCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:AESCULITANNIN-F,PCID:101683296,CHEBI:NA,,PCID:101683296,C60H48O24,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C5C(=CC7=C6C8C(C(O7)(OC9=CC(=CC(=C89)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C3C(=CC(=C4[C@@H]5[C@H]([C@@H](OC6=C5C(=CC7=C6[C@H]8[C@H]([C@@](O7)(OC9=CC(=CC(=C89)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,"InChI=1S/C60H48O24/c61-23-13-34(71)42-40(14-23)83-60(22-4-8-28(65)33(70)12-22)59(79)50(42)47-41(84-60)18-38(75)46-49(52(78)55(82-58(46)47)21-3-7-27(64)32(69)11-21)45-37(74)17-36(73)44-48(51(77)54(81-57(44)45)20-2-6-26(63)31(68)10-20)43-35(72)16-29(66)24-15-39(76)53(80-56(24)43)19-1-5-25(62)30(67)9-19/h1-14,16-18,39,48-55,59,61-79H,15H2/t39-,48+,49+,50+,51-,52-,53-,54-,55+,59-,60-/m1/s1",ZFOZLANYTWCMKZ-DBUPBSPBSA-N,"(1S,5S,6R,7S,13R,21R)-5,13-bis(3,4-dihydroxyphenyl)-7-[(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aNGjQAASAACRVAAAGgAACAAADRSgmAIwDoAABgCAAiBCAAACCAAgIAAIiAAGiIgdNyKGMRqieCGlwBUPuAfA4PwOoAADCAAIQABAAAYQABCAAAAAAAAAAA==,False,False,False
DUKE:HIMBOSINE,PCID:101297608,CHEBI:NA,,PCID:101297608,C35H41NO10,CC1CCC2C3N1C45C6CCC(C(C6C(C(=C4C2(CC5C3)OC(=O)C)C(=O)OC)OC(=O)C)OC(=O)C7=CC=CC=C7)OC(=O)C,C[C@@H]1CC[C@H]2[C@H]3N1[C@@]45[C@H]6CC[C@H]([C@H]([C@@H]6[C@H](C(=C4[C@@]2(C[C@H]5C3)OC(=O)C)C(=O)OC)OC(=O)C)OC(=O)C7=CC=CC=C7)OC(=O)C,"InChI=1S/C35H41NO10/c1-17-11-12-23-25-15-22-16-34(23,46-20(4)39)31-28(33(41)42-5)30(44-19(3)38)27-24(35(22,31)36(17)25)13-14-26(43-18(2)37)29(27)45-32(40)21-9-7-6-8-10-21/h6-10,17,22-27,29-30H,11-16H2,1-5H3/t17-,22-,23+,24+,25+,26-,27-,29-,30-,34+,35+/m1/s1",ORUDPNXLVHQHOC-GRRMYRPESA-N,"methyl (1S,3R,6S,7S,9R,11S,14R,15S,16S,17R,20S)-11,14,17-triacetyloxy-16-benzoyloxy-3-methyl-2-azahexacyclo[10.8.0.01,9.02,7.06,11.015,20]icos-12-ene-13-carboxylate",AAADcfB+PAAAAAAAAAAAAAAAAAAAAeIAAAA8eMECAAAWAECBAAAAHgAAAAAADfzhmAYyCIMABACIAiDSCACCAAAkAAAIiAEICMgJJjaAtRiGMQAn4AGKqYf4/P/OgAAAAAAAAADAAAaEADSAAaEACQAAAA==,False,True,True
DUKE:STIGMASTERYL-GLUCOSIDE,PCID:70699355,CHEBI:176234,Stigmasteryl glucoside,PCID:70699355,C35H58O6,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5C(C([C@@H](C(O5)CO)O)O)O)C)C)C(C)C,"InChI=1S/C35H58O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h8-10,20-22,24-33,36-39H,7,11-19H2,1-6H3/b9-8+/t21-,22-,24+,25+,26-,27+,28+,29?,30-,31?,32?,33-,34+,35-/m1/s1",VWDLOXMZIGUBKM-PLWLBJPKSA-N,"(2R,5S)-2-[[(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",AAADcfB8OAAAAAAAAAAAAAAAAAAAAYAAAAA0YIEAAAAAAGCAAAAAGgAACAAADxSwgAMCCAAABgCAAiBCAAAAAAAgAAAICAAAAAgREAIAAQAiQAAFwAAPAAPA4PwPgAAAAAAAAADAAAQAACAAAQAACAAAAA==,False,False,False
DUKE:MAJARINE,PCID:2353,CHEBI:NA,,PCID:2353,C20H18NO4+,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,"InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1",YBHILYKTIRIUTE-UHFFFAOYSA-N,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",AAADceB6OAAAAAAAAAAAAAAAAAAAASAAAAA8eIEAAAAAAEix9AAAHgAAAAAADAzBngc+jtMMFACgAzRnRACCiCAxIiAI2CA+7JgdJuLEsZukMCpmwBnO6Aew0PMOoAABAAAYQABAAAIAADCAAAAAAAAAAA==,False,False,False
DUKE:KAEMPFEROL-3-GLUCURONIDE,PCID:22846027,CHEBI:189575,Kaempferol-3-glucuronide,PCID:22846027,C21H18O12,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,"InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21?/m0/s1",FNTJVYCFNVUBOL-MBIBTLSJSA-N,"(2S,3S,4S,5R)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIEAAAAAAACBQAAAGgAACAAADBSwmAMwDoAABgCIAqDSCAICCAAkIAAIiAFGCMgdNzaGNR6ieWCl4BUPuQfK7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,False,False,False
DUKE:PROTOISOERUBOSIDE-B,PCID:73795908,CHEBI:NA,,PCID:73795908,C57H96O30,CC1C2C(CC3C2(CCC4C3CC(C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)O)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O,CC1C2C(CC3C2(CCC4C3CC(C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)O)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O,"InChI=1S/C57H96O30/c1-20(19-77-50-43(72)39(68)35(64)29(14-58)79-50)5-10-57(76)21(2)34-28(87-57)13-25-23-12-27(63)26-11-22(6-8-55(26,3)24(23)7-9-56(25,34)4)78-51-46(75)42(71)47(33(18-62)83-51)84-54-49(86-53-45(74)41(70)37(66)31(16-60)81-53)48(38(67)32(17-61)82-54)85-52-44(73)40(69)36(65)30(15-59)80-52/h20-54,58-76H,5-19H2,1-4H3",WYWLHHWQKOHXHW-UHFFFAOYSA-N,"2-[4-[16-[3,4-dihydroxy-5-[5-hydroxy-6-(hydroxymethyl)-3,4-bis[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,19-dihydroxy-7,9,13-trimethyl-5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosan-6-yl]-2-methylbutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",AAADcfB8PgAAAAAAAAAAAAAAAAAAAaIAAAA0aNEiQAASAGDAAAAAGgAACAAADxSwgAMCCAAABgAAAAAAAAAAAAAAAAAAAAAAAAAREAIAAAAiQAAFAAAHAAHA4PwPgAAAAAAAAADAAAYAADAAAYAADAAAAA==,False,False,False
DUKE:8-ACETOXYCARVOTANACETONE,PCID:538920,CHEBI:NA,,PCID:538920,C12H18O3,CC1=CCC(CC1=O)C(C)(C)OC(=O)C,CC1=CCC(CC1=O)C(C)(C)OC(=O)C,"InChI=1S/C12H18O3/c1-8-5-6-10(7-11(8)14)12(3,4)15-9(2)13/h5,10H,6-7H2,1-4H3",FTCAQUBXEGKQTD-UHFFFAOYSA-N,2-(4-methyl-5-oxocyclohex-3-en-1-yl)propan-2-yl acetate,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAAAAAADUSAgAACCAAABACIAqDSCAAAAAAgAAAACAEAAEgAABIAAQACAAAEgAAIAYOKwEAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:BALDRINAL,PCID:159846,CHEBI:80746,Baldrinal,PCID:159846,C12H10O4,CC(=O)OCC1=COC=C2C1=CC=C2C=O,CC(=O)OCC1=COC=C2C1=CC=C2C=O,"InChI=1S/C12H10O4/c1-8(14)16-6-10-5-15-7-12-9(4-13)2-3-11(10)12/h2-5,7H,6H2,1H3",QIUOVIRIFZOCLL-UHFFFAOYSA-N,(7-formylcyclopenta[c]pyran-4-yl)methyl acetate,AAADccBwOAAAAAAAAAAAAAAAAAAAAYAAAAAkAAAAAAAAAEgBgAAAGgAAAAAADACgmAIyDMAABECIAijSiAACCAAkIAAIiAEECMgMJzaENRqCOSCl4BEIqYeL7PiOgAAAAAAAAAAAAAAAAAAAAQAACAAAAA==,False,False,True
DUKE:DANTHRON,PCID:2950,CHEBI:3682,chrysazin,PCID:2950,C14H8O4,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",QBPFLULOKWLNNW-UHFFFAOYSA-N,"1,8-dihydroxyanthracene-9,10-dione",AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBQAAAGgAACAAADASAmAAwBoAAAgCIAqBSAAACAAAkIAAIiAEGCMgIJjaCFRKAcUAk4BEImYeL6PSOgAABAAAYAACAAAYAADAAAAAAAAAAAA==,False,False,True
DUKE:PSOBERAN,PCID:162699,CHEBI:NA,,PCID:162699,C23H14O7,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3.C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3.C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,"InChI=1S/C12H8O4.C11H6O3/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9;12-11-2-1-7-5-8-3-4-13-9(8)6-10(7)14-11/h2-6H,1H3;1-6H",IAMQACMBFNNMJC-UHFFFAOYSA-N,"furo[3,2-g]chromen-7-one;4-methoxyfuro[3,2-g]chromen-7-one",AAADccB4OAAAAAAAAAAAAAAAAAAAASJAAAAwYIEAAAAAAEiB/gAAGgAAAAAADASgmAIyDsAABECIAqjSiAACCAAkIAAIiAEGCMgMJzaENRqCO2Cl4BUIqYfK7PzOIAACCAAIAABAAAQQABAAAAAAAAAAAA==,False,False,False
DUKE:SALVIN,PCID:65126,CHEBI:66155,salvin A,PCID:65126,C20H28O4,CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O,CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O)O,"InChI=1S/C20H28O4/c1-11(2)13-10-12-6-7-14-19(3,4)8-5-9-20(14,18(23)24)15(12)17(22)16(13)21/h10-11,14,21-22H,5-9H2,1-4H3,(H,23,24)/t14-,20+/m0/s1",QRYRORQUOLYVBU-VBKZILBWSA-N,"(4aR,10aS)-5,6-dihydroxy-1,1-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-4a-carboxylic acid",AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBAAAAGgAACAAADwSAmAAyDoAAAgCIAiDSCAACAAAgIAAAiAEEiIgJJjKCFRKAcAEkwBEJmAfK7PTP4AADAAAYQADAAAYAADCAAAAAAAAAAA==,False,False,False
"DUKE:2,5-DIMETHOXYBENZOQUINONE",PCID:101405,CHEBI:NA,,PCID:101405,C8H8O4,COC1=CC(=O)C(=CC1=O)OC,COC1=CC(=O)C(=CC1=O)OC,"InChI=1S/C8H8O4/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",RMMPZDDLWLALLJ-UHFFFAOYSA-N,"2,5-dimethoxycyclohexa-2,5-diene-1,4-dione",AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAAAAAACASAgAICAAAABACIAKBSAAIACAAgIAAACABAAEgAAAAAAAQAAAAAQAAIAYIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:NONACOSANOL,PCID:243696,CHEBI:184816,15-Nonacosanol,PCID:243696,C29H60O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,"InChI=1S/C29H60O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30/h30H,2-29H2,1H3",PKBSGDQYUYBUDY-UHFFFAOYSA-N,nonacosan-1-ol,AAADcfB4IAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACggAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAIAAAAAQAAEAAAAAAGAwKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
"DUKE:4',5,7,8-TETRAMETHOXY-FLAVONE",PCID:44257591,CHEBI:175601,"3'-Hydroxy-4',5',7,8-tetramethoxyflavone",PCID:44257591,C19H18O7,COC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC(=C(C(=C3)OC)OC)O)OC,COC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC(=C(C(=C3)OC)OC)O)OC,"InChI=1S/C19H18O7/c1-22-14-6-5-11-12(20)9-15(26-17(11)19(14)25-4)10-7-13(21)18(24-3)16(8-10)23-2/h5-9,21H,1-4H3",LCFAQXHDTREUOX-UHFFFAOYSA-N,"2-(3-hydroxy-4,5-dimethoxyphenyl)-7,8-dimethoxychromen-4-one",AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGiMgNJzaGNRqCeWOl4BULuYfK7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,False,False,False
DUKE:3-EPIWILSONINE,PCID:91895284,CHEBI:NA,,PCID:91895284,C20H25NO4,COC1CC23C4=CC(=C(C=C4CCCN2CC5C3(O5)C=C1)OC)OC,CO[C@@H]1C[C@]23C4=CC(=C(C=C4CCCN2C[C@@H]5[C@]3(O5)C=C1)OC)OC,"InChI=1S/C20H25NO4/c1-22-14-6-7-20-18(25-20)12-21-8-4-5-13-9-16(23-2)17(24-3)10-15(13)19(20,21)11-14/h6-7,9-10,14,18H,4-5,8,11-12H2,1-3H3/t14-,18+,19+,20+/m0/s1",JCKPCZAYDZJZIL-NDSDBLNTSA-N,"(1R,13R,15S,18R)-4,5,18-trimethoxy-14-oxa-11-azapentacyclo[9.8.0.01,15.02,7.013,15]nonadeca-2,4,6,16-tetraene",AAADceB6OAAAAAAAAAAAAAAAEgAAAWAAAAA8QIAABYAAAECxAAAAHgAAAAAADNzhmAYyBoMABACAAiBCAACCCAAgIAAIiAAOjIgPJiKEsRuHMCpmwBGaqAfw8P8OoAABAAAQQABAAAIAACCAAAAAAAAAAA==,False,False,False
DUKE:TRANS-THUJANOL,PCID:6432367,CHEBI:NA,,PCID:6432367,C10H18O,CC1C2CC2(CC1O)C(C)C,CC1[C@H](CC2(C1C2)C(C)C)O,"InChI=1S/C10H18O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-9,11H,4-5H2,1-3H3/t7?,8?,9-,10?/m0/s1",DZVXRFMREAADPP-HTEYAMCKSA-N,(3S)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol,AAADceBwIAAAAAAAAAAAAAAAGAAAAYAAAAAwAAAAAAAAAAAAAAAAGgAACAAADxSggAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAIAAAAAQAAEAAAAAAGAwPAPgAAAAAAAAACAAAIAABAAAYAADAAAAA==,False,False,False
DUKE:ISOMACULOSIDINE,PCID:3083609,CHEBI:NA,,PCID:3083609,C14H13NO4,CN1C2=C(C=C(C=C2OC)OC)C(=O)C3=C1OC=C3,CN1C2=C(C=C(C=C2OC)OC)C(=O)C3=C1OC=C3,"InChI=1S/C14H13NO4/c1-15-12-10(6-8(17-2)7-11(12)18-3)13(16)9-4-5-19-14(9)15/h4-7H,1-3H3",FXHBKLQQNAGNJN-UHFFFAOYSA-N,"6,8-dimethoxy-9-methylfuro[2,3-b]quinolin-4-one",AAADccByOAAAAAAAAAAAAAAAAAAAASAAAAA8QAAAAAAAAFixwAAAHgAAAAAADAyhmAYyxoMABECIAq1S0ACCCAAtIAAIiAEPTMgOJ37MtZuPOejl5hXY6ce/+f+eAEABCAACEAAAgAIQAAQgAAAAAAAAAA==,False,False,False
DUKE:VITAMIN-B-2,PCID:493570,CHEBI:176838,vitamin B2,PCID:493570,C17H20N4O6,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",AUNGANRZJHBGPY-SCRDCRAPSA-N,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",AAADceB7uAAAAAAAAAAAAAAAAAAAAAAAAAAwQIAAAAAAAACBAAAAHgAQCAAADBzhmAYzwIPAAgCoAydydACCAAEhAgABiAEodIiLcCrA2ZGUYAhnhSLZyAfwkIIOiAAAQAAQACAQAACAACAAQAAAAAAAAA==,False,False,False
